,image_id,street,citi,bed,bath,sqft,price
4718,4718,1,"Ladera Ranch, CA",3,2.1,1927,859000
4719,4719,1,"Lake Forest, CA",4,2.1,2449,848000
4720,4720,1,"Orange, CA",4,3.0,2652,824000
4721,4721,1,"Costa Mesa, CA",3,2.0,1637,879000
4722,4722,2,"Irvine, CA",3,2.1,1244,799000
4723,4723,1,"San Juan Capistrano, CA",4,2.1,2072,850000
4724,4724,1,"Ladera Ranch, CA",3,2.1,2300,889000
4725,4725,1,"Mission Viejo, CA",3,2.0,1485,840000
4726,4726,1,"Placentia, CA",5,3.0,2950,869990
4727,4727,1,"Cypress, CA",4,2.1,2757,880000
4728,4728,2,"Westminster, CA",4,3.0,2060,799000
4729,4729,1,"Laguna Niguel, CA",3,2.0,1510,874900
4730,4730,2,"Laguna Niguel, CA",3,2.1,1658,799000
4731,4731,2,"Fountain Valley, CA",4,2.0,1378,800000
4732,4732,1,"Placentia, CA",5,3.0,2519,810000
4733,4733,2,"Huntington Beach, CA",4,2.1,1860,999999
4734,4734,2,"Costa Mesa, CA",5,3.0,2461,895000
4735,4735,2,"Placentia, CA",5,3.0,3038,899000
4736,4736,2,"Huntington Beach, CA",5,3.0,1898,899800
4737,4737,2,"Irvine, CA",3,2.1,1656,900000
4738,4738,2,"Garden Grove, CA",6,4.0,2698,995000
4739,4739,2,"Irvine, CA",4,2.1,1897,899000
4740,4740,2,"Ladera Ranch, CA",4,4.1,2771,999000
4741,4741,1,"Santa Ana, CA",4,2.1,2526,924997
4742,4742,1,"Anaheim Hills, CA",4,3.0,2358,910000
4743,4743,2,"La Habra, CA",4,3.0,2741,999000
4744,4744,1,"Mission Viejo, CA",4,2.1,2660,949000
4745,4745,2,"Aliso Viejo, CA",3,3.0,2918,999999
4746,4746,2,"Orange, CA",4,3.0,3192,899000
4747,4747,1,"Huntington Beach, CA",4,2.1,2494,949000
4748,4748,2,"Costa Mesa, CA",4,3.0,2169,900490
4749,4749,1,"Ladera Ranch, CA",4,3.0,2500,950000
4750,4750,1,"Rancho Santa Margarita, CA",4,3.0,3019,949000
4751,4751,1,"Mission Viejo, CA",6,3.1,3170,975000
4752,4752,2,"Irvine, CA",3,2.0,1800,998800
4753,4753,1,"Laguna Hills, CA",4,3.0,2180,908000
4754,4754,1,"Fountain Valley, CA",5,3.0,2236,989509
4755,4755,1,"Brea, CA",4,3.0,3000,989888
4756,4756,1,"Huntington Beach, CA",3,2.0,1688,984900
4757,4757,1,"Huntington Beach, CA",3,2.1,1973,949900
4758,4758,1,"Santa Ana, CA",4,2.1,2741,949000
4759,4759,1,"Orange, CA",4,2.1,2584,980000
4760,4760,1,"Ladera Ranch, CA",3,2.1,2554,949950
4761,4761,1,"Huntington Beach, CA",5,2.1,2276,925000
4762,4762,2,"Irvine, CA",3,2.1,1851,899731
4763,4763,1,"La Palma, CA",4,3.0,2454,935000
4764,4764,2,"La Habra Heights, CA",4,4.0,3020,998000
4765,4765,2,"Fountain Valley, CA",4,3.0,1700,898000
4766,4766,2,"Lake Forest, CA",4,2.1,2449,899990
4767,4767,1,"Huntington Beach, CA",3,2.0,1243,939000
4768,4768,2,"Rancho Santa Margarita, CA",4,3.0,2787,899900
4769,4769,1,"Lake Forest, CA",4,2.1,2474,920000
4770,4770,1,"Mission Viejo, CA",5,2.0,1650,988888
4771,4771,2,"Laguna Niguel, CA",3,2.0,2477,899000
4772,4772,1,"Ladera Ranch, CA",4,2.1,2555,934900
4773,4773,1,"Costa Mesa, CA",4,3.0,2404,920000
4774,4774,1,"Westminster, CA",4,2.1,2578,975000
4775,4775,1,"Lake Forest, CA",5,2.1,2484,986800
4776,4776,1,"Placentia, CA",3,3.0,2795,949000
4777,4777,1,"Fountain Valley, CA",4,3.1,2006,945000
4778,4778,2,"Orange, CA",4,2.0,2164,895000
4779,4779,1,"Aliso Viejo, CA",4,3.0,2716,989000
4780,4780,1,"Rancho Santa Margarita, CA",5,3.0,2903,949900
4781,4781,1,"Irvine, CA",3,2.1,1762,949000
4782,4782,1,"Costa Mesa, CA",4,3.0,1796,910000
4783,4783,1,"Huntington Beach, CA",5,3.0,2620,949000
4784,4784,2,"Costa Mesa, CA",4,2.0,2178,995000
4785,4785,2,"Fountain Valley, CA",4,3.0,2122,899900
4786,4786,1,"Laguna Niguel, CA",4,2.1,2271,937000
4787,4787,2,"Costa Mesa, CA",3,2.0,1600,899900
4788,4788,1,"San Clemente, CA",5,3.0,2857,940000
4789,4789,2,"Costa Mesa, CA",2,1.0,880,899999
4790,4790,1,"Irvine, CA",3,2.1,1861,908000
4791,4791,2,"Mission Viejo, CA",4,3.1,2900,996000
4792,4792,2,"Santa Ana, CA",3,2.0,1170,1000000
4793,4793,2,"Irvine, CA",3,2.0,1688,898000
4794,4794,1,"Yorba Linda, CA",4,3.0,2554,949000
4795,4795,2,"Laguna Niguel, CA",3,3.0,1508,895000
4796,4796,1,"San Clemente, CA",3,2.0,1723,949900
4797,4797,1,"Ladera Ranch, CA",4,2.1,2308,915000
4798,4798,1,"Orange, CA",4,2.0,1635,965000
4799,4799,1,"Anaheim, CA",5,3.0,3001,939000
4800,4800,1,"Ladera Ranch, CA",4,2.1,2534,949990
4801,4801,1,"Ladera Ranch, CA",4,3.0,2516,930900
4802,4802,1,"Irvine, CA",3,2.1,1785,978000
4803,4803,2,"Ladera Ranch, CA",4,2.1,2481,1000000
4804,4804,2,"Cypress, CA",3,2.1,2190,899000
4805,4805,2,"Santa Ana, CA",4,3.0,3168,1000000
4806,4806,2,"Trabuco Canyon, CA",5,3.0,2600,995000
4807,4807,1,"Fullerton, CA",3,3.0,2020,929000
4808,4808,1,"Irvine, CA",4,2.1,2193,939900
4809,4809,1,"Huntington Beach, CA",4,3.0,2938,975000
4810,4810,2,"Fountain Valley, CA",4,2.1,2347,998800
4811,4811,2,"Laguna Niguel, CA",4,3.0,2405,900000
4812,4812,1,"Dana Point, CA",3,2.0,1915,912062
4813,4813,2,"Irvine, CA",4,3.0,2190,898000
4814,4814,2,"Laguna Niguel, CA",3,2.0,1395,899500
4815,4815,1,"Laguna Niguel, CA",4,2.0,1814,919500
4816,4816,2,"Lake Forest, CA",4,3.0,2121,899999
4817,4817,1,"Silverado, CA",3,3.1,3159,999000
4818,4818,1,"San Clemente, CA",3,2.1,2060,995000
4819,4819,1,"Orange, CA",4,2.1,2557,979040
4820,4820,1,"Orange, CA",4,3.0,2587,925000
4821,4821,1,"Laguna Beach, CA",1,1.0,476,945500
4822,4822,1,"Laguna Niguel, CA",4,2.0,1970,999000
4823,4823,1,"Westminster, CA",4,3.1,2204,974900
4824,4824,2,"Yorba Linda, CA",4,3.0,2518,895000
4825,4825,2,"Orange, CA",4,2.1,2584,895000
4826,4826,1,"San Clemente, CA",4,3.0,2764,949000
4827,4827,1,"Laguna Niguel, CA",5,4.0,4166,1000000
4828,4828,1,"Costa Mesa, CA",4,3.0,2108,968000
4829,4829,1,"Yorba Linda, CA",4,3.0,2477,998000
4830,4830,1,"Dana Point, CA",3,2.0,1830,975000
4831,4831,1,"Rossmoor, CA",3,2.0,1610,979000
4832,4832,1,"Irvine, CA",3,2.0,1696,949000
4833,4833,1,"Irvine, CA",3,2.1,2864,995000
4834,4834,1,"Costa Mesa, CA",4,2.1,2210,929000
4835,4835,1,"Costa Mesa, CA",4,3.0,2169,912490
4836,4836,1,"Fullerton, CA",3,2.0,1754,929000
4837,4837,2,"Huntington Beach, CA",4,2.1,2181,899900
4838,4838,1,"North Tustin, CA",4,2.0,2162,959900
4839,4839,2,"Costa Mesa, CA",3,2.1,2143,895000
4840,4840,1,"Yorba Linda, CA",4,2.1,1961,965900
4841,4841,1,"Irvine, CA",4,3.0,2189,918000
4842,4842,1,"Ladera Ranch, CA",4,3.0,2507,954900
4843,4843,1,"Costa Mesa, CA",3,2.1,2000,999998
4844,4844,2,"San Juan Capistrano, CA",4,2.1,2978,900000
4845,4845,1,"Fountain Valley, CA",4,2.0,2003,925000
4846,4846,1,"Ladera Ranch, CA",5,4.1,2917,906990
4847,4847,2,"Lake Forest, CA",4,3.0,2116,895900
4848,4848,1,"Ladera Ranch, CA",4,3.0,2554,975000
4849,4849,1,"Dana Point, CA",5,3.0,2202,949000
4850,4850,1,"La Habra Heights, CA",3,2.0,2911,960000
4851,4851,1,"La Habra, CA",7,4.0,3426,949000
4852,4852,1,"Yorba Linda, CA",3,2.0,1793,950000
4853,4853,2,"Fullerton, CA",4,2.1,2178,899900
4854,4854,1,"Rancho Santa Margarita, CA",5,3.0,3275,934000
4855,4855,1,"Yorba Linda, CA",3,3.0,2471,949900
4856,4856,1,"Irvine, CA",3,2.0,1906,919250
4857,4857,1,"Fullerton, CA",5,3.0,2364,945000
4858,4858,2,"North Tustin, CA",5,2.2,3600,895000
4859,4859,1,"Irvine, CA",4,3.0,2079,990000
4860,4860,2,"Orange, CA",4,2.1,2331,899999
4861,4861,2,"Ladera Ranch, CA",3,2.1,2462,899990
4862,4862,1,"Laguna Beach, CA",2,1.0,800,980000
4863,4863,1,"Anaheim Hills, CA",3,2.1,2349,920000
4864,4864,1,"Placentia, CA",6,3.0,2950,910000
4865,4865,1,"Placentia, CA",4,4.0,2934,998000
4866,4866,1,"Irvine, CA",4,3.0,2010,925000
4867,4867,1,"Placentia, CA",2,2.0,1584,980000
4868,4868,1,"Huntington Beach, CA",4,2.1,2405,929900
4869,4869,1,"Tustin, CA",4,3.0,2222,915000
4870,4870,1,"Orange, CA",6,4.0,3902,949900
4871,4871,1,"Irvine, CA",4,3.1,2430,933800
4872,4872,1,"Dana Point, CA",4,2.1,1932,979000
4873,4873,1,"Fountain Valley, CA",4,2.0,1727,925000
4874,4874,2,"Costa Mesa, CA",3,3.0,2171,897000
4875,4875,1,"Anaheim Hills, CA",5,2.1,2843,969000
4876,4876,1,"Yorba Linda, CA",3,2.1,2436,938000
4877,4877,1,"Irvine, CA",4,2.1,2078,968000
4878,4878,1,"Mission Viejo, CA",4,3.0,2836,928000
4879,4879,1,"Santa Ana, CA",3,2.0,2336,999000
4880,4880,1,"Irvine, CA",4,2.1,2027,949990
4881,4881,1,"North Tustin, CA",3,2.1,2222,990000
4882,4882,1,"Lake Forest, CA",4,3.0,3249,919000
4883,4883,1,"San Juan Capistrano, CA",4,3.0,2418,939900
4884,4884,1,"Coto de Caza, CA",4,3.0,2731,939900
4885,4885,1,"San Clemente, CA",4,2.1,2591,999900
4886,4886,1,"Costa Mesa, CA",4,2.1,2300,949000
4887,4887,1,"Costa Mesa, CA",4,2.1,2397,925000
4888,4888,1,"Costa Mesa, CA",4,3.0,2517,979000
4889,4889,1,"Ladera Ranch, CA",4,3.0,2368,939000
4890,4890,1,"Santa Ana, CA",3,2.0,3045,899000
4891,4891,1,"North Tustin, CA",4,2.2,3168,999000
4892,4892,1,"Anaheim, CA",4,3.0,2445,899900
4893,4893,1,"Garden Grove, CA",4,2.1,2162,899000
4894,4894,1,"Laguna Niguel, CA",4,3.0,2711,980000
4895,4895,1,"Ladera Ranch, CA",2,2.1,1824,998000
4896,4896,1,"Fullerton, CA",4,3.0,2996,955000
4897,4897,1,"La Habra Heights, CA",3,2.0,1678,899000
4898,4898,1,"Tustin, CA",4,2.1,2500,999000
4899,4899,1,"Lake Forest, CA",4,3.1,2516,925000
4900,4900,1,"Lake Forest, CA",5,4.0,2612,995092
4901,4901,1,"Costa Mesa, CA",4,2.1,2135,899999
4902,4902,1,"Irvine, CA",4,2.1,2450,998500
4903,4903,1,"Huntington Beach, CA",3,2.1,2231,975000
4904,4904,1,"Laguna Niguel, CA",3,3.0,1917,985000
4905,4905,1,"Stanton, CA",4,3.0,2659,949888
4906,4906,1,"Dana Point, CA",3,3.0,2122,949000
4907,4907,1,"Irvine, CA",4,2.1,2470,968888
4908,4908,1,"Orange, CA",3,3.1,2882,993000
4909,4909,1,"Irvine, CA",3,2.1,1940,938000
4910,4910,1,"Irvine, CA",5,3.0,1929,899000
4911,4911,1,"Dana Point, CA",3,3.0,1789,995000
4912,4912,1,"San Clemente, CA",5,3.0,2908,949000
4913,4913,1,"Brea, CA",5,3.0,2928,958888
4914,4914,1,"Laguna Niguel, CA",3,2.0,1687,897500
4915,4915,1,"Huntington Beach, CA",4,2.1,1698,975000
4916,4916,1,"Modjeska Canyon, CA",5,3.0,2374,995000
4917,4917,1,"Laguna Niguel, CA",3,2.0,1988,950000
4918,4918,1,"Huntington Beach, CA",3,2.0,2190,955000
4919,4919,1,"Brea, CA",4,2.1,3061,950000
4920,4920,1,"Lake Forest, CA",5,3.0,2711,979500
4921,4921,1,"Rancho Santa Margarita, CA",4,3.0,2583,919000
4922,4922,1,"Coto de Caza, CA",4,3.0,3295,999000
4923,4923,1,"La Quinta, CA",4,4.1,4132,1265000
4924,4924,1,"Temecula, CA",4,4.1,3879,1249000
4925,4925,1,"La Quinta, CA",4,4.1,4722,1125000
4926,4926,2,"Rancho Mirage, CA",4,4.0,3708,998500
4927,4927,1,"Palm Desert, CA",3,3.1,2486,1450000
4928,4928,1,"La Quinta, CA",3,3.1,3698,1200000
4929,4929,2,"Indian Wells, CA",3,3.1,3176,1495000
4930,4930,2,"Temecula, CA",6,3.1,3500,998000
4931,4931,1,"Palm Springs, CA",4,3.1,3427,1149000
4932,4932,2,"La Quinta, CA",4,3.1,3400,995000
4933,4933,1,"Indian Wells, CA",3,3.1,3657,1050000
4934,4934,1,"Canyon Lake, CA",4,3.1,3614,1200000
4935,4935,1,"Winchester, CA",2,2.0,1440,1295000
4936,4936,2,"Rancho Mirage, CA",5,5.1,4000,1499000
4937,4937,1,"La Quinta, CA",3,3.1,3551,1330000
4938,4938,2,"Murrieta, CA",4,4.1,5107,1000000
4939,4939,1,"Bermuda Dunes, CA",4,3.1,5079,1299999
4940,4940,1,"La Quinta, CA",4,4.1,4500,1300000
4941,4941,1,"Palm Desert, CA",4,3.1,5062,1400000
4942,4942,2,"Palm Springs, CA",4,3.1,2910,1500000
4943,4943,2,"Palm Springs, CA",3,3.0,2119,997000
4944,4944,1,"Palm Springs, CA",4,3.1,3377,1349000
4945,4945,1,"Palm Springs, CA",3,3.0,2029,1184000
4946,4946,2,"Rancho Mirage, CA",3,3.1,2995,995000
4947,4947,1,"Murrieta, CA",4,3.1,4291,1159000
4948,4948,1,"Temecula, CA",5,3.1,4461,1049000
4949,4949,2,"La Quinta, CA",2,3.0,1674,1005000
4950,4950,1,"La Quinta, CA",3,3.1,2940,1049900
4951,4951,2,"La Quinta, CA",4,5.0,5424,1495000
4952,4952,2,"Canyon Lake, CA",5,3.1,3288,998000
4953,4953,1,"La Quinta, CA",3,3.1,3410,1199900
4954,4954,2,"Rancho Mirage, CA",4,4.1,3017,995000
4955,4955,1,"Rancho Mirage, CA",4,5.0,4719,1297000
4956,4956,1,"La Quinta, CA",4,4.1,3980,1350000
4957,4957,1,"Mountain Center, CA",4,4.0,4390,1299000
4958,4958,1,"La Quinta, CA",4,4.0,4168,1249000
4959,4959,1,"La Quinta, CA",3,3.1,2883,1196000
4960,4960,1,"Temecula, CA",4,2.1,3287,1300000
4961,4961,1,"La Quinta, CA",3,3.1,3551,1295000
4962,4962,1,"La Quinta, CA",5,5.1,4296,1138000
4963,4963,2,"Murrieta, CA",4,4.1,4803,999999
4964,4964,1,"La Quinta, CA",5,4.1,3698,1295000
4965,4965,1,"Palm Springs, CA",5,4.1,3427,1150000
4966,4966,1,"Rancho Mirage, CA",3,3.1,3763,1195000
4967,4967,1,"Murrieta, CA",3,3.2,3663,1099000
4968,4968,1,"Corona, CA",5,4.1,4743,1149900
4969,4969,1,"Riverside, CA",5,5.1,5426,1088000
4970,4970,1,"La Quinta, CA",2,2.0,2546,1195000
4971,4971,1,"Riverside, CA",4,4.0,4316,1350000
4972,4972,1,"La Quinta, CA",4,4.1,4370,1399000
4973,4973,1,"Palm Desert, CA",3,3.1,3223,1150000
4974,4974,2,"La Quinta, CA",3,3.1,3479,1499000
4975,4975,2,"Riverside, CA",5,3.1,3655,999900
4976,4976,2,"La Quinta, CA",4,5.0,4357,1499900
4977,4977,1,"La Quinta, CA",4,4.1,4449,1249000
4978,4978,1,"Riverside, CA",5,5.1,4434,1249000
4979,4979,1,"Murrieta, CA",4,3.0,4492,1170000
4980,4980,1,"La Quinta, CA",4,4.1,4363,1095000
4981,4981,1,"Murrieta, CA",5,4.1,4255,1179000
4982,4982,1,"Murrieta, CA",5,3.1,4888,1389500
4983,4983,1,"La Quinta, CA",3,3.1,3700,1100000
4984,4984,1,"Temecula, CA",4,3.1,4827,1325000
4985,4985,2,"Murrieta, CA",5,4.0,4229,1495000
4986,4986,1,"Indio, CA",5,5.1,5211,1295000
4987,4987,2,"Indian Wells, CA",3,3.1,3952,995000
4988,4988,1,"Rancho Mirage, CA",3,3.0,2391,1095000
4989,4989,1,"Temecula, CA",4,3.0,3428,1229000
4990,4990,2,"Palm Springs, CA",3,3.0,2654,1375000
4991,4991,1,"Murrieta, CA",4,4.1,4106,1049999
4992,4992,2,"Palm Springs, CA",3,3.0,2034,999999
4993,4993,1,"Palm Desert, CA",3,3.0,280,1184000
4994,4994,1,"Palm Springs, CA",3,3.0,2539,1299900
4995,4995,1,"Palm Springs, CA",3,3.0,2056,1149000
4996,4996,1,"La Quinta, CA",3,3.1,2754,1160000
4997,4997,1,"La Quinta, CA",3,4.1,3001,1275000
4998,4998,2,"Rancho Mirage, CA",4,3.1,5064,1495000
4999,4999,1,"Temecula, CA",4,3.0,3034,1199000
5000,5000,2,"Palm Springs, CA",4,5.0,3934,998000
5001,5001,1,"Indian Wells, CA",3,3.1,2559,1150000
5002,5002,1,"Palm Desert, CA",3,2.1,3474,1299000
5003,5003,2,"Palm Desert, CA",3,3.1,4239,995000
5004,5004,1,"Rancho Mirage, CA",4,4.1,4382,1095000
5005,5005,2,"Temecula, CA",5,3.1,3781,999000
5006,5006,1,"Temecula, CA",8,7.0,4036,1349000
5007,5007,1,"La Quinta, CA",4,4.1,4243,1329000
5008,5008,1,"Murrieta, CA",3,2.0,2340,1460000
5009,5009,1,"Palm Springs, CA",3,3.1,2722,1070000
5010,5010,2,"Palm Springs, CA",3,3.1,3333,1495000
5011,5011,2,"Palm Springs, CA",4,3.1,2972,1495000
5012,5012,1,"Murrieta, CA",4,3.1,4960,1375000
5013,5013,1,"Palm Desert, CA",3,3.0,3232,1275000
5014,5014,1,"La Quinta, CA",3,3.0,3306,1165000
5015,5015,1,"Rancho Mirage, CA",4,4.1,4034,1249000
5016,5016,2,"Murrieta, CA",5,3.1,4372,999000
5017,5017,1,"Temecula, CA",4,4.1,4200,1150000
5018,5018,1,"Riverside, CA",5,3.0,3865,1399900
5019,5019,1,"Rancho Mirage, CA",4,5.0,4139,1449000
5020,5020,1,"La Quinta, CA",4,4.0,4243,1329000
5021,5021,2,"Banning, CA",2,2.0,1130,995000
5022,5022,1,"Palm Desert, CA",4,4.0,2583,1249900
5023,5023,2,"Rancho Mirage, CA",4,4.1,3524,999900
5024,5024,1,"Palm Springs, CA",4,4.1,3409,1338000
5025,5025,1,"Palm Springs, CA",3,3.0,1710,1349000
5026,5026,1,"Palm Desert, CA",6,3.1,4266,1119000
5027,5027,1,"Indio, CA",5,5.2,5628,1490000
5028,5028,1,"Rancho Mirage, CA",4,3.1,4801,1375000
5029,5029,1,"Indian Wells, CA",2,2.1,2872,1295000
5030,5030,1,"Murrieta, CA",4,4.0,4353,1075000
5031,5031,1,"Palm Desert, CA",4,4.0,3150,1070000
5032,5032,1,"Rancho Mirage, CA",3,3.1,4318,1490000
5033,5033,1,"Palm Desert, CA",4,4.1,3305,1065000
5034,5034,2,"Palm Springs, CA",4,3.0,2876,1500000
5035,5035,1,"Rancho Mirage, CA",4,4.1,3549,1225000
5036,5036,2,"Palm Springs, CA",3,3.1,2213,995000
5037,5037,1,"La Quinta, CA",3,3.1,4308,1345000
5038,5038,1,"Palm Desert, CA",3,3.0,2430,1015000
5039,5039,1,"Murrieta, CA",3,2.0,2807,1380000
5040,5040,1,"Bermuda Dunes, CA",5,4.1,5003,1090000
5041,5041,2,"Riverside, CA",4,4.1,5997,1499000
5042,5042,2,"Canyon Lake, CA",4,5.0,3719,1499000
5043,5043,1,"Palm Desert, CA",3,3.1,3244,1185000
5044,5044,1,"Murrieta, CA",4,4.1,4597,1425000
5045,5045,1,"Rancho Mirage, CA",3,3.1,3933,1167000
5046,5046,1,"Mountain Center, CA",4,4.2,3300,1350000
5047,5047,2,"Temecula, CA",6,6.1,6979,1499900
5048,5048,2,"Murrieta, CA",3,3.0,3420,997700
5049,5049,2,"Palm Springs, CA",3,3.0,2564,1375000
5050,5050,2,"Palm Springs, CA",3,3.1,4238,1495000
5051,5051,1,"Palm Desert, CA",5,4.1,4600,1175000
5052,5052,1,"Palm Springs, CA",3,3.1,3087,1195000
5053,5053,1,"Corona, CA",5,5.1,5372,1295000
5054,5054,1,"Rancho Mirage, CA",4,5.1,3531,1249000
5055,5055,1,"La Quinta, CA",4,4.1,3816,1199995
5056,5056,1,"Palm Springs, CA",5,4.0,3077,1394000
5057,5057,2,"Palm Springs, CA",3,3.0,2034,999999
5058,5058,2,"Murrieta, CA",3,3.0,3202,999888
5059,5059,1,"La Quinta, CA",3,4.0,3131,1195000
5060,5060,1,"Palm Springs, CA",4,3.0,3669,1140000
5061,5061,1,"Canyon Lake, CA",7,6.1,6360,1450000
5062,5062,1,"Palm Desert, CA",4,4.0,3371,1095000
5063,5063,2,"Murrieta, CA",3,3.0,3476,1499500
5064,5064,1,"Palm Desert, CA",3,3.0,2845,1133300
5065,5065,1,"Rancho Mirage, CA",4,4.1,4369,1099000
5066,5066,1,"Thermal, CA",3,2.0,1875,1195000
5067,5067,1,"Riverside, CA",5,4.0,3709,1049000
5068,5068,1,"Temecula, CA",3,3.1,3156,1100000
5069,5069,1,"Palm Springs, CA",4,4.0,3008,1395000
5070,5070,2,"La Quinta, CA",4,4.1,4449,1495000
5071,5071,1,"Riverside, CA",3,2.1,5181,1200000
5072,5072,1,"Riverside, CA",5,4.0,3498,1295000
5073,5073,1,"La Quinta, CA",3,3.0,2883,1174900
5074,5074,1,"Palm Desert, CA",3,3.1,4166,1280000
5075,5075,1,"La Quinta, CA",3,3.1,3482,1099000
5076,5076,1,"La Quinta, CA",4,4.1,3330,1050000
5077,5077,1,"La Quinta, CA",4,4.1,3177,1095000
5078,5078,1,"Corona, CA",5,4.1,4743,1099890
5079,5079,1,"Corona, CA",5,5.1,5307,1149890
5080,5080,1,"Indian Wells, CA",4,3.1,3469,1098000
5081,5081,1,"Palm Desert, CA",3,3.0,3116,1049000
5082,5082,1,"Murrieta, CA",5,4.1,6277,1170000
5083,5083,1,"La Quinta, CA",3,4.1,2898,1155000
5084,5084,1,"Indian Wells, CA",3,3.1,4039,1490000
5085,5085,1,"Palm Desert, CA",4,4.1,3576,1089000
5086,5086,1,"Palm Springs, CA",3,3.1,3510,1475000
5087,5087,1,"Palm Springs, CA",3,4.1,4773,1250000
5088,5088,1,"La Quinta, CA",4,4.1,3267,1195000
5089,5089,1,"Palm Springs, CA",3,3.2,3348,1349500
5090,5090,1,"La Quinta, CA",3,3.1,3855,1249000
5091,5091,1,"Temecula, CA",5,3.1,4769,1045000
5092,5092,1,"Palm Springs, CA",3,3.1,3717,1250000
5093,5093,1,"Murrieta, CA",6,5.2,6298,1264000
5094,5094,1,"Menifee, CA",5,2.4,3994,1200000
5095,5095,1,"Palm Springs, CA",6,6.1,8000,1300000
5096,5096,1,"Murrieta, CA",4,4.1,3330,1199000
5097,5097,1,"Palm Springs, CA",4,4.0,2476,1249000
5098,5098,2,"Thermal, CA",5,3.1,2000,1500000
5099,5099,1,"Murrieta, CA",4,3.1,5019,1379000
5100,5100,1,"Temecula, CA",4,3.0,3879,1200000
5101,5101,2,"Norco, CA",3,2.0,1444,999999
5102,5102,1,"Indian Wells, CA",4,3.1,4100,1325000
5103,5103,2,"La Quinta, CA",5,5.1,4773,1499000
5104,5104,1,"Palm Desert, CA",4,4.0,5261,1050000
5105,5105,1,"Rancho Mirage, CA",4,4.0,4150,1299000
5106,5106,2,"Indian Wells, CA",3,3.1,2498,995000
5107,5107,1,"Temecula, CA",6,5.1,6573,1300000
5108,5108,1,"Thermal, CA",3,3.0,2832,1400000
5109,5109,1,"Mountain Center, CA",4,2.0,1670,1199000
5110,5110,1,"Indian Wells, CA",3,3.1,3662,1100000
5111,5111,1,"La Quinta, CA",4,4.1,3840,1195000
5112,5112,1,"Palm Desert, CA",4,4.1,4992,1448900
5113,5113,1,"Indian Wells, CA",3,3.1,3332,1050000
5114,5114,1,"Murrieta, CA",4,3.1,4241,1398777
5115,5115,1,"Temecula, CA",6,4.1,3550,1188888
5116,5116,1,"Rancho Mirage, CA",3,3.1,3349,1129000
5117,5117,1,"Rancho Mirage, CA",4,4.2,5236,1899000
5118,5118,1,"Indian Wells, CA",4,4.1,3300,1950000
5119,5119,1,"Palm Desert, CA",4,4.1,3576,1795000
5120,5120,2,"Indian Wells, CA",3,3.1,3176,1495000
5121,5121,1,"Palm Springs, CA",5,4.1,3820,1545000
5122,5122,1,"Palm Desert, CA",4,4.2,4351,1995000
5123,5123,1,"Rancho Mirage, CA",4,3.3,4929,1699000
5124,5124,2,"Rancho Mirage, CA",5,5.1,4000,1499000
5125,5125,1,"Palm Springs, CA",2,2.0,1871,1597000
5126,5126,1,"La Quinta, CA",4,4.2,5526,1695000
5127,5127,2,"Palm Springs, CA",4,3.1,2910,1500000
5128,5128,1,"Indian Wells, CA",4,4.0,3371,1725000
5129,5129,1,"Indian Wells, CA",4,4.0,4371,1880000
5130,5130,2,"La Quinta, CA",4,5.0,5424,1495000
5131,5131,1,"Rancho Mirage, CA",4,4.1,4234,1595000
5132,5132,1,"Palm Desert, CA",4,4.1,3376,1875000
5133,5133,1,"Rancho Mirage, CA",3,5.0,4929,1645000
5134,5134,1,"Indian Wells, CA",4,4.1,3260,1595000
5135,5135,1,"La Quinta, CA",4,4.1,4027,1895000
5136,5136,1,"Indian Wells, CA",4,4.1,3724,1875000
5137,5137,1,"Rancho Mirage, CA",3,5.1,4929,1999000
5138,5138,1,"Indian Wells, CA",4,4.1,4315,1899000
5139,5139,1,"Palm Desert, CA",4,4.1,4575,1899000
5140,5140,1,"Rancho Mirage, CA",5,5.1,4881,1849000
5141,5141,1,"Temecula, CA",3,3.0,3354,1584500
5142,5142,1,"Temecula, CA",6,8.1,5883,1795000
5143,5143,2,"La Quinta, CA",3,3.1,3479,1499000
5144,5144,1,"Indian Wells, CA",4,4.1,4169,1598000
5145,5145,1,"Palm Springs, CA",3,3.1,3556,1975000
5146,5146,2,"La Quinta, CA",4,5.0,4357,1499900
5147,5147,1,"Rancho Mirage, CA",3,3.1,3380,1699000
5148,5148,1,"La Quinta, CA",5,4.1,4912,1895000
5149,5149,1,"Rancho Mirage, CA",3,3.1,5701,1875000
5150,5150,2,"Murrieta, CA",5,4.0,4229,1495000
5151,5151,1,"Riverside, CA",5,5.0,6789,1975000
5152,5152,1,"Rancho Mirage, CA",4,7.0,6462,1995000
5153,5153,1,"La Quinta, CA",3,3.0,4600,1695000
5154,5154,1,"La Quinta, CA",4,4.1,3889,1795000
5155,5155,1,"Temecula, CA",5,4.1,6114,1749000
5156,5156,1,"La Quinta, CA",4,4.1,3917,1595000
5157,5157,1,"Indian Wells, CA",4,4.1,3260,1595000
5158,5158,1,"Indian Wells, CA",3,3.1,4196,1975000
5159,5159,1,"La Quinta, CA",4,4.0,4478,1775000
5160,5160,1,"Palm Springs, CA",3,4.0,2690,1795000
5161,5161,1,"Indian Wells, CA",4,4.1,4246,1725000
5162,5162,2,"Rancho Mirage, CA",4,3.1,5064,1495000
5163,5163,1,"Indio, CA",9,5.1,6020,1875000
