,image_id,street,citi,bed,bath,sqft,price,predicted_price
2655,2655,2,"Los Angeles, CA",3,1.0,1386,800000,770584.5
2656,2656,2,"Van Nuys, CA",3,2.0,1134,749000,750615.3
2657,2657,2,"Gardena, CA",3,2.0,1702,750000,714522.1
2658,2658,2,"Lomita, CA",3,2.1,1634,749000,739308.7
2659,2659,2,"West Hills, CA",4,2.0,1743,749000,1188363.5
2660,2660,2,"Canyon Country, CA",4,3.0,3891,799999,970459.7
2661,2661,1,"Valencia, CA",4,4.0,3315,779000,791066.6
2662,2662,1,"Reseda, CA",3,2.0,1620,790000,638893.9
2663,2663,2,"Los Angeles, CA",3,2.0,1303,750000,713035.0
2664,2664,1,"Hacienda Heights, CA",4,3.0,2020,788888,712331.0
2665,2665,2,"Hawthorne, CA",2,1.0,1370,755000,750427.0
2666,2666,1,"Gardena, CA",3,3.0,2510,792000,817500.5
2667,2667,2,"Pico Rivera, CA",4,3.0,2400,799000,755360.9
2668,2668,2,"Lake Balboa, CA",4,2.1,2076,799900,734225.9
2669,2669,2,"Montebello, CA",4,3.0,1948,749000,765541.8
2670,2670,2,"San Pedro, CA",3,2.0,1416,749000,774955.94
2671,2671,2,"Monrovia, CA",3,2.0,1320,799000,749733.1
2672,2672,1,"Saugus, CA",4,3.1,3125,784995,774350.25
2673,2673,2,"Canyon Country, CA",5,3.0,3654,749000,718340.0
2674,2674,1,"Whittier, CA",3,2.1,2365,780000,711664.75
2675,2675,2,"Encino, CA",3,2.0,1493,799000,766729.4
2676,2676,2,"West Hills, CA",4,3.0,2187,749990,791117.75
2677,2677,2,"Los Angeles, CA",4,3.0,1881,749000,763417.75
2678,2678,2,"San Dimas, CA",3,3.0,2560,799900,797014.6
2679,2679,1,"Valencia, CA",4,3.0,3437,775000,798254.25
2680,2680,1,"Diamond Bar, CA",4,3.0,2331,769900,740287.0
2681,2681,2,"Van Nuys, CA",3,3.1,1926,799000,717978.25
2682,2682,1,"Reseda, CA",3,2.0,1884,760000,711248.1
2683,2683,2,"Winnetka, CA",2,1.0,996,799000,724950.0
2684,2684,2,"Altadena, CA",4,1.0,1310,750000,719350.25
2685,2685,2,"Downey, CA",3,2.0,1415,749999,797078.2
2686,2686,2,"Valencia, CA",5,3.0,3011,799000,801015.75
2687,2687,2,"Los Angeles, CA",3,2.0,1584,749000,782133.2
2688,2688,2,"Los Angeles, CA",4,3.0,1411,749000,836921.94
2689,2689,2,"Burbank, CA",2,1.1,1700,795000,811525.4
2690,2690,1,"Torrance, CA",4,3.0,2417,759000,722270.75
2691,2691,1,"La Verne, CA",4,2.1,2360,759999,732655.4
2692,2692,1,"Diamond Bar, CA",3,2.1,2079,789000,804330.0
2693,2693,2,"Los Angeles, CA",1,1.0,608,798000,769735.0
2694,2694,2,"Valencia, CA",5,4.0,2631,799000,797742.4
2695,2695,1,"Los Angeles, CA",2,1.0,1170,775000,796663.4
2696,2696,2,"North Hollywood, CA",3,2.1,1687,799000,804670.0
2697,2697,1,"Los Angeles, CA",3,2.0,1360,799000,878343.1
2698,2698,1,"Los Angeles, CA",3,2.0,1300,755800,806505.75
2699,2699,1,"San Pedro, CA",3,2.0,1723,758000,793610.5
2700,2700,1,"Winnetka, CA",5,4.0,3055,775000,722409.75
2701,2701,1,"Sun Valley, CA",3,3.0,2200,797500,875315.56
2702,2702,1,"Van Nuys, CA",4,2.0,2096,777000,803630.1
2703,2703,2,"Whittier, CA",4,2.0,1888,748000,728937.0
2704,2704,2,"Reseda, CA",5,4.0,2141,750900,785084.5
2705,2705,2,"Los Angeles, CA",3,2.0,952,749000,751600.9
2706,2706,2,"Los Angeles, CA",3,2.0,1000,749000,718421.25
2707,2707,1,"Northridge, CA",4,3.0,2631,784900,787246.7
2708,2708,1,"Monterey Park, CA",3,2.0,1584,790000,791204.3
2709,2709,1,"Long Beach, CA",3,2.0,1300,760000,785008.6
2710,2710,1,"Norwalk, CA",3,3.0,2034,749500,749928.5
2711,2711,1,"Los Angeles, CA",2,2.0,1025,799000,804806.1
2712,2712,1,"Littlerock, CA",3,2.0,4871,749000,738655.75
2713,2713,1,"Canyon Country, CA",4,2.0,2173,789000,857071.56
2714,2714,1,"Rowland Heights, CA",4,2.0,2173,788000,722975.3
2715,2715,1,"Canyon Country, CA",4,2.1,2547,759000,815129.4
2716,2716,1,"Burbank, CA",3,1.0,1145,785000,829916.9
2717,2717,1,"Harbor City, CA",5,3.0,2496,745000,778190.9
2718,2718,1,"Granada Hills, CA",4,2.0,1515,750000,725968.5
2719,2719,1,"Granada Hills, CA",4,3.0,1968,765000,731437.9
2720,2720,1,"Hacienda Heights, CA",4,3.0,2295,799000,810524.5
2721,2721,1,"East Los Angeles, CA",5,3.0,2412,750000,724533.1
2722,2722,1,"Lake Balboa, CA",3,2.0,1490,774950,733735.75
2723,2723,1,"Stevenson Ranch, CA",4,3.0,2438,765000,1084879.6
2724,2724,1,"Los Angeles, CA",3,2.0,1200,748888,727845.25
2725,2725,1,"Torrance, CA",5,3.0,2658,860000,811291.94
2726,2726,1,"Los Angeles, CA",2,1.0,875,828000,807360.06
2727,2727,2,"Monrovia, CA",3,2.0,1860,799000,4882355.5
2728,2728,1,"Agua Dulce, CA",3,3.0,2032,850000,813857.6
2729,2729,1,"Chatsworth, CA",4,2.1,2262,849900,789102.75
2730,2730,1,"Los Angeles, CA",3,2.0,1709,839000,816762.94
2731,2731,1,"Pasadena, CA",3,2.0,1760,849000,737207.75
2732,2732,2,"Calabasas, CA",3,3.0,2265,899900,763426.4
2733,2733,1,"Monterey Park, CA",3,2.1,2364,845000,798056.7
2734,2734,1,"Los Angeles, CA",2,1.0,930,865000,744999.9
2735,2735,1,"Los Angeles, CA",3,1.1,1008,879000,779763.44
2736,2736,2,"Los Angeles, CA",4,1.0,1822,900000,744409.5
2737,2737,1,"Harbor City, CA",4,3.0,2082,809900,806662.8
2738,2738,1,"Agoura Hills, CA",4,2.0,1791,829900,815305.7
2739,2739,2,"Los Angeles, CA",4,3.0,1461,799000,804520.25
2740,2740,2,"Los Angeles, CA",4,3.0,1461,799000,773200.2
2741,2741,2,"Lomita, CA",3,2.0,2803,899900,804704.1
2742,2742,1,"Long Beach, CA",3,1.0,1264,829000,810021.4
2743,2743,2,"Burbank, CA",4,2.0,1737,800000,785549.75
2744,2744,1,"La Crescenta, CA",3,2.0,1396,845000,822673.6
2745,2745,2,"El Monte, CA",5,3.0,2304,798000,731571.6
2746,2746,1,"Agoura Hills, CA",4,3.0,2048,887000,753272.4
2747,2747,1,"La Crescenta, CA",2,1.0,1084,889000,731734.25
2748,2748,1,"Diamond Bar, CA",4,3.0,2777,868000,919460.25
2749,2749,2,"Lakewood, CA",3,2.0,2241,897000,785631.4
2750,2750,4,"Los Angeles, CA",3,3.0,1705,799000,732631.94
2751,2751,4,"Los Angeles, CA",3,3.0,1955,899000,1962922.5
2752,2752,1,"La Crescenta, CA",3,2.0,1829,850000,801684.44
2753,2753,2,"West Covina, CA",5,4.0,2931,898000,750484.9
2754,2754,1,"Los Angeles, CA",2,3.0,1219,850000,861763.2
2755,2755,2,"West Covina, CA",4,4.0,2929,899000,752664.0
2756,2756,1,"Granada Hills, CA",6,3.0,2072,849777,801929.06
2757,2757,1,"Redondo Beach, CA",3,2.0,1357,888000,739590.8
2758,2758,1,"Newhall, CA",4,3.1,3396,875000,849636.6
2759,2759,2,"Glendora, CA",3,2.0,1924,899900,911934.1
2760,2760,2,"Hacienda Heights, CA",4,3.0,2140,898000,823625.44
2761,2761,1,"Hawthorne, CA",3,2.0,1538,869000,810301.8
2762,2762,2,"Sun Valley, CA",5,4.0,2716,799000,819980.1
2763,2763,2,"La Puente, CA",3,2.0,1313,799000,811199.5
2764,2764,1,"Long Beach, CA",5,2.0,2104,825000,799556.8
2765,2765,1,"Los Angeles, CA",2,2.0,1085,875000,1771593.2
2766,2766,2,"West Hills, CA",3,2.0,1898,895000,3820218.2
2767,2767,1,"Burbank, CA",2,2.0,1674,849999,846309.4
2768,2768,2,"San Gabriel, CA",3,2.0,1809,798000,822548.4
2769,2769,1,"Long Beach, CA",3,2.0,1328,839000,780301.5
2770,2770,1,"Los Angeles, CA",5,3.0,2295,849000,893400.0
2771,2771,2,"Woodland Hills, CA",4,3.0,2275,899900,784858.5
2772,2772,1,"San Gabriel, CA",3,2.0,1952,850000,740986.4
2773,2773,1,"Los Angeles, CA",3,2.0,1282,850000,826914.06
2774,2774,1,"Northridge, CA",4,2.1,1736,893000,742754.75
2775,2775,1,"Pasadena, CA",2,2.0,1247,889000,744406.6
2776,2776,1,"Pasadena, CA",3,1.0,1551,828000,831868.6
2777,2777,2,"Los Angeles, CA",3,2.0,1216,795000,799340.94
2778,2778,1,"Los Angeles, CA",3,2.0,1556,850000,787236.0
2779,2779,1,"Los Angeles, CA",3,1.0,1186,840000,785074.4
2780,2780,1,"Alhambra, CA",4,3.0,2140,840000,749544.06
2781,2781,1,"Los Angeles, CA",3,2.0,1341,819000,739238.8
2782,2782,2,"Los Angeles, CA",2,3.0,1219,799500,3531198.2
2783,2783,2,"West Covina, CA",4,3.0,2664,799000,832340.5
2784,2784,2,"Van Nuys, CA",4,1.0,1728,900000,741705.3
2785,2785,2,"San Gabriel, CA",3,2.0,1638,899000,1138166.2
2786,2786,2,"Chatsworth, CA",4,3.0,3570,899000,866816.5
2787,2787,1,"Whittier, CA",3,2.1,2562,865000,937727.7
2788,2788,2,"Compton, CA",5,4.0,2219,799000,745151.2
2789,2789,1,"Saugus, CA",5,4.0,3159,817995,821716.75
2790,2790,2,"San Fernando, CA",5,3.0,2658,799000,768274.0
2791,2791,1,"Woodland Hills, CA",2,1.1,1248,840000,747477.9
2792,2792,2,"La Crescenta, CA",3,2.0,1924,898800,936227.6
2793,2793,2,"Temple City, CA",3,2.0,1572,800000,825787.25
2794,2794,1,"Agua Dulce, CA",4,3.0,3210,879900,785784.2
2795,2795,2,"Rowland Heights, CA",5,3.0,3126,899888,752964.6
2796,2796,1,"Diamond Bar, CA",4,2.0,1771,829000,807533.4
2797,2797,2,"Long Beach, CA",3,2.1,2331,899000,741981.06
2798,2798,1,"Tarzana, CA",4,1.0,1462,824000,907404.7
2799,2799,1,"Duarte, CA",4,3.0,2572,858000,750339.3
2800,2800,1,"View Park, CA",3,2.0,1886,850000,822931.56
2801,2801,1,"Monterey Park, CA",3,3.0,1720,850000,904977.9
2802,2802,1,"San Pedro, CA",2,1.1,1443,859000,803881.0
2803,2803,2,"Pasadena, CA",3,2.0,1206,795000,754010.7
2804,2804,1,"Redondo Beach, CA",3,1.0,912,849000,825240.44
2805,2805,1,"Sierra Madre, CA",4,2.0,1430,885000,773834.8
2806,2806,2,"Los Angeles, CA",3,2.0,1120,799000,802108.56
2807,2807,2,"Los Angeles, CA",3,2.0,1250,799000,812014.6
2808,2808,2,"La Verne, CA",4,2.1,2563,799000,1034791.25
2809,2809,2,"North Hollywood, CA",2,2.0,1614,899000,846555.9
2810,2810,1,"Valencia, CA",4,3.0,2545,849000,745950.3
2811,2811,1,"Lakeview Terrace, CA",3,3.0,1886,829000,827725.4
2812,2812,2,"Torrance, CA",4,2.0,1456,799000,777677.3
2813,2813,1,"Los Angeles, CA",3,2.1,1429,815000,749422.9
2814,2814,2,"Los Angeles, CA",3,3.1,1811,829000,845206.5
2815,2815,1,"Sunland, CA",5,2.1,2259,849000,770232.8
2816,2816,1,"Monterey Park, CA",3,2.0,1559,825000,755798.9
2817,2817,1,"Glendora, CA",3,3.0,2192,825000,832864.5
2818,2818,1,"Walnut, CA",4,3.0,2265,855000,866467.25
2819,2819,1,"Granada Hills, CA",4,3.0,1434,825777,904677.4
2820,2820,2,"Porter Ranch, CA",4,3.0,2450,899950,892909.25
2821,2821,2,"Valley Glen, CA",3,2.1,1596,899000,809863.25
2822,2822,2,"Rosemead, CA",3,2.1,1532,800000,749028.0
2823,2823,1,"Lomita, CA",4,2.0,1834,829000,753939.6
2824,2824,2,"Monrovia, CA",3,2.0,1272,799999,750378.94
2825,2825,1,"Sylmar, CA",5,2.0,1730,888000,785367.1
2826,2826,2,"Canoga Park, CA",3,2.0,1795,799950,929539.4
2827,2827,1,"Los Angeles, CA",4,2.0,1598,885000,766022.6
2828,2828,1,"Long Beach, CA",4,2.0,1710,849000,899248.1
2829,2829,1,"Los Angeles, CA",3,2.1,1590,889000,824176.7
2830,2830,2,"Whittier, CA",4,3.0,2198,795000,845396.1
2831,2831,1,"Hawthorne, CA",3,3.0,2285,875000,819191.94
2832,2832,1,"Long Beach, CA",3,3.0,2393,849900,806588.75
2833,2833,1,"Los Angeles, CA",2,3.0,1219,815000,763312.4
2834,2834,1,"Downey, CA",4,3.0,2089,869000,765042.56
2835,2835,2,"Temple City, CA",3,2.0,1768,805000,766714.75
2836,2836,1,"Torrance, CA",3,2.0,1429,839000,839878.2
2837,2837,1,"Torrance, CA",2,1.0,1230,839000,834406.0
2838,2838,1,"Granada Hills, CA",4,3.0,1794,825000,834038.25
2839,2839,2,"Alhambra, CA",3,2.0,1843,895000,811132.7
2840,2840,1,"Long Beach, CA",3,2.1,2057,819999,793658.0
2841,2841,2,"Whittier, CA",3,3.0,2297,799000,843372.75
2842,2842,2,"Los Angeles, CA",3,1.0,1386,800000,835542.56
2843,2843,1,"Los Angeles, CA",4,3.0,1659,885000,763089.25
2844,2844,2,"Rosemead, CA",4,3.1,2371,898000,808712.25
2845,2845,1,"Agua Dulce, CA",7,5.0,4200,825000,664865.9
2846,2846,1,"Reseda, CA",2,1.0,2800,835000,794546.9
2847,2847,2,"North Hollywood, CA",2,2.0,1202,895000,848378.9
2848,2848,2,"Malibu, CA",2,3.1,1481,900000,781395.4
2849,2849,1,"Sunland, CA",3,3.0,1852,839000,765484.25
2850,2850,2,"Canyon Country, CA",4,3.0,3891,799999,988616.56
2851,2851,1,"Rowland Heights, CA",4,3.0,2619,850000,840202.2
2852,2852,2,"Pico Rivera, CA",4,3.0,2400,799000,783611.94
2853,2853,2,"Lake Balboa, CA",4,2.1,2076,799900,767313.5
2854,2854,1,"Claremont, CA",4,2.1,2227,869000,768928.3
2855,2855,2,"Monrovia, CA",3,2.0,1320,799000,830002.56
2856,2856,2,"Woodland Hills, CA",4,3.1,2027,899950,759897.56
2857,2857,1,"Woodland Hills, CA",3,2.0,1632,845000,822375.75
2858,2858,1,"Hawthorne, CA",4,2.0,2087,849000,737581.0
2859,2859,2,"Encino, CA",3,2.0,1493,799000,845557.7
2860,2860,1,"Claremont, CA",4,2.1,2637,868000,850914.44
2861,2861,2,"San Dimas, CA",3,3.0,2560,799900,850599.25
2862,2862,1,"Claremont, CA",4,3.0,2614,849000,773849.5
2863,2863,1,"Los Angeles, CA",2,1.0,1210,860000,829627.06
2864,2864,1,"Long Beach, CA",4,3.0,1886,849999,841899.44
2865,2865,1,"Torrance, CA",3,2.0,1535,888000,840256.3
2866,2866,1,"Inglewood, CA",2,1.0,1390,850000,839630.4
2867,2867,1,"Pasadena, CA",5,2.0,1948,870000,853381.25
2868,2868,2,"Highland Park, CA",3,2.0,1298,899000,901141.94
2869,2869,2,"Van Nuys, CA",3,2.0,1875,895000,839665.4
2870,2870,2,"Van Nuys, CA",3,3.1,1926,799000,763098.9
2871,2871,1,"Glendale, CA",2,1.0,1255,879000,864539.25
2872,2872,1,"Pomona, CA",6,5.1,4309,829000,794068.25
2873,2873,2,"Glendale, CA",3,2.0,1650,899000,858112.06
2874,2874,2,"Winnetka, CA",2,1.0,996,799000,808832.44
2875,2875,1,"Eagle Rock, CA",3,3.0,1252,849000,828674.44
2876,2876,2,"Valencia, CA",5,3.0,3011,799000,835425.9
2877,2877,1,"Hawthorne, CA",3,2.0,1332,850000,769531.6
2878,2878,1,"Inglewood, CA",3,2.0,1702,840000,906277.9
2879,2879,2,"Woodland Hills, CA",3,3.0,1330,899000,842957.5
2880,2880,1,"Porter Ranch, CA",4,3.0,2168,866415,851526.6
2881,2881,1,"Chatsworth, CA",3,3.0,2586,839000,853901.44
2882,2882,1,"Sherman Oaks, CA",1,1.0,913,879000,861284.0
2883,2883,1,"Pasadena, CA",3,2.0,1622,848000,818850.3
2884,2884,2,"Burbank, CA",2,1.1,1700,795000,857125.75
2885,2885,1,"Lomita, CA",4,3.0,2116,825000,898767.6
2886,2886,1,"Woodland Hills, CA",4,2.0,1940,849000,858435.9
2887,2887,2,"Los Angeles, CA",1,1.0,608,798000,852657.44
2888,2888,1,"Woodland Hills, CA",3,2.1,1826,848000,846560.6
2889,2889,2,"Valencia, CA",5,4.0,2631,799000,857533.0
2890,2890,1,"Hawthorne, CA",3,2.0,1368,839000,855993.25
2891,2891,1,"Long Beach, CA",3,1.0,1013,883000,1156149.0
2892,2892,2,"North Hollywood, CA",3,2.1,1687,799000,850030.5
2893,2893,1,"La Crescenta, CA",3,2.1,1619,949000,951786.75
2894,2894,1,"Glendora, CA",4,3.0,2996,975000,795488.0
2895,2895,1,"Porter Ranch, CA",5,4.0,2768,989455,868901.75
2896,2896,2,"Calabasas, CA",3,3.0,2265,899900,789718.56
2897,2897,1,"Monrovia, CA",5,4.0,2810,980000,838130.1
2898,2898,2,"Los Angeles, CA",2,1.0,1054,999999,773266.9
2899,2899,1,"Porter Ranch, CA",4,2.1,2449,939000,800617.75
2900,2900,2,"Los Angeles, CA",4,1.0,1822,900000,776664.1
2901,2901,1,"Pacific Palisades, CA",2,2.0,1296,949000,995634.6
2902,2902,1,"Pasadena, CA",2,2.0,1323,910000,780094.06
2903,2903,2,"La Canada Flintridge, CA",3,2.0,1302,999999,824149.1
2904,2904,2,"Lomita, CA",3,2.0,2803,899900,840978.5
2905,2905,2,"El Monte, CA",6,3.0,3129,995900,840650.9
2906,2906,1,"Monterey Park, CA",5,3.0,3012,990000,950470.3
2907,2907,2,"Lakewood, CA",3,2.0,2241,897000,854915.4
2908,2908,4,"Los Angeles, CA",3,3.0,1955,899000,1818100.2
2909,2909,2,"West Covina, CA",5,4.0,2931,898000,820099.5
2910,2910,2,"West Covina, CA",4,4.0,2929,899000,821826.5
2911,2911,1,"Los Angeles, CA",3,2.0,1287,965000,858560.5
2912,2912,1,"Pasadena, CA",3,2.0,1778,949000,854278.0
2913,2913,1,"Rancho Palos Verdes, CA",4,2.0,1909,949000,865353.1
2914,2914,1,"Altadena, CA",3,2.0,1620,929900,1011523.4
2915,2915,2,"Glendora, CA",3,2.0,1924,899900,943805.5
2916,2916,2,"Hacienda Heights, CA",4,3.0,2140,898000,874462.0
2917,2917,1,"Inglewood, CA",3,2.1,3041,949900,781875.3
2918,2918,1,"West Hills, CA",4,3.1,2300,925000,918470.56
2919,2919,1,"Porter Ranch, CA",4,3.1,2899,975000,803959.9
2920,2920,1,"Tarzana, CA",3,2.0,1678,949000,841725.25
2921,2921,1,"Los Angeles, CA",3,1.0,1409,968000,841498.06
2922,2922,2,"Sherman Oaks, CA",2,2.0,1628,995000,860952.4
2923,2923,2,"Los Angeles, CA",3,2.1,1223,999999,795644.94
2924,2924,2,"West Hills, CA",3,2.0,1898,895000,3676031.0
2925,2925,1,"Glendale, CA",3,2.0,1424,988888,913889.0
2926,2926,2,"Encino, CA",5,4.0,2200,999000,844237.6
2927,2927,1,"Torrance, CA",3,2.0,2325,944900,854126.94
2928,2928,1,"Torrance, CA",4,2.1,2370,985000,891081.25
2929,2929,1,"Rancho Palos Verdes, CA",3,2.0,1528,939900,799057.3
2930,2930,2,"Woodland Hills, CA",4,3.0,2275,899900,809077.1
2931,2931,2,"Northridge, CA",4,3.0,3176,999900,795634.2
2932,2932,1,"Rowland Heights, CA",6,4.1,3793,968000,780860.4
2933,2933,1,"Arcadia, CA",3,2.0,1713,928000,784058.0
2934,2934,2,"Pasadena, CA",3,2.0,1052,995000,803134.4
2935,2935,1,"Los Angeles, CA",2,2.0,1212,949000,870815.25
2936,2936,2,"Sunland, CA",4,5.0,3343,995000,825629.4
2937,2937,1,"Chatsworth, CA",4,3.0,2273,919000,881346.94
2938,2938,1,"Arleta, CA",4,4.0,2468,949900,823144.5
2939,2939,1,"Long Beach, CA",4,2.0,1592,979900,783458.1
2940,2940,1,"Van Nuys, CA",6,4.0,2600,925000,786379.56
2941,2941,1,"Azusa, CA",4,4.0,3244,958000,915627.4
2942,2942,1,"Los Angeles, CA",3,3.0,1500,949999,816298.1
2943,2943,1,"Diamond Bar, CA",4,3.0,2577,928000,784489.7
2944,2944,1,"Sherman Oaks, CA",2,1.0,1268,990000,869759.6
2945,2945,1,"Cerritos, CA",5,3.0,2520,925000,818401.06
2946,2946,1,"Long Beach, CA",3,2.0,1156,975000,784016.6
2947,2947,2,"Van Nuys, CA",4,1.0,1728,900000,781707.4
2948,2948,2,"San Gabriel, CA",3,2.0,1638,899000,1093722.9
2949,2949,2,"Chatsworth, CA",4,3.0,3570,899000,902834.2
2950,2950,1,"Agoura Hills, CA",4,3.0,2125,980000,796382.5
2951,2951,2,"Los Angeles, CA",3,2.0,1530,995000,837076.5
2952,2952,1,"Valley Village, CA",4,2.0,1578,925000,815803.25
2953,2953,1,"Chatsworth, CA",6,3.1,2821,950000,856580.44
2954,2954,2,"Woodland Hills, CA",4,3.2,2481,999999,4419927.0
2955,2955,1,"Granada Hills, CA",3,2.1,2784,910000,795493.5
2956,2956,2,"La Crescenta, CA",3,2.0,1924,898800,969034.6
2957,2957,1,"Agoura Hills, CA",4,3.0,2436,959900,987520.6
2958,2958,2,"Rowland Heights, CA",5,3.0,3126,899888,822632.25
2959,2959,1,"Long Beach, CA",4,3.0,2530,949900,843554.5
2960,2960,1,"Altadena, CA",4,2.1,1628,967833,1340485.8
2961,2961,1,"Lomita, CA",4,2.1,2406,935000,801031.56
2962,2962,2,"Long Beach, CA",3,2.1,2331,899000,794552.9
2963,2963,2,"Tarzana, CA",3,2.0,1890,998000,926862.4
2964,2964,2,"Walnut, CA",3,3.0,2479,998000,830455.06
2965,2965,1,"Monterey Park, CA",4,4.0,2000,985000,817209.0
2966,2966,1,"Woodland Hills, CA",4,3.0,1965,949000,791602.1
2967,2967,2,"North Hollywood, CA",2,2.0,1614,899000,881949.9
2968,2968,1,"Walnut, CA",3,2.1,2036,920000,882672.25
2969,2969,1,"Baldwin Park, CA",5,5.1,2992,949800,785540.44
2970,2970,2,"Long Beach, CA",4,3.0,2013,995000,797298.44
2971,2971,2,"Los Angeles, CA",2,2.0,1163,999000,809950.4
2972,2972,1,"Altadena, CA",3,2.0,1700,925000,869892.1
2973,2973,1,"Downey, CA",4,3.0,2627,989000,894434.5
2974,2974,2,"Porter Ranch, CA",4,3.0,2450,899950,925943.1
2975,2975,2,"Valley Glen, CA",3,2.1,1596,899000,876239.5
2976,2976,1,"Woodland Hills, CA",5,3.0,2610,969900,843997.9
2977,2977,1,"Burbank, CA",4,2.0,2039,997000,856925.9
2978,2978,1,"Temple City, CA",4,2.1,1998,938000,958731.4
2979,2979,1,"Alhambra, CA",3,2.0,1857,999950,876077.94
2980,2980,1,"Glendale, CA",2,1.1,1244,998000,846101.9
2981,2981,1,"Los Angeles, CA",2,2.0,1200,959000,833993.3
2982,2982,1,"Hawthorne, CA",3,2.0,2260,990000,793977.4
2983,2983,1,"Downey, CA",4,3.0,2654,929900,808399.6
2984,2984,1,"Azusa, CA",4,4.0,3691,968000,832571.6
2985,2985,1,"Reseda, CA",3,3.0,1972,949000,918859.9
2986,2986,1,"San Gabriel, CA",4,3.0,2582,988888,805788.06
2987,2987,1,"Rowland Heights, CA",4,3.0,3385,958000,872268.44
2988,2988,2,"Alhambra, CA",3,2.0,1843,895000,876464.7
2989,2989,1,"Los Angeles, CA",3,2.0,2037,975000,865853.9
2990,2990,2,"Rosemead, CA",4,3.1,2371,898000,872660.75
2991,2991,1,"Los Angeles, CA",7,4.0,3329,998000,819303.4
2992,2992,2,"North Hollywood, CA",2,2.0,1202,895000,888820.0
2993,2993,2,"Malibu, CA",2,3.1,1481,900000,806182.5
2994,2994,1,"Los Angeles, CA",3,2.1,1312,979000,796969.25
2995,2995,1,"Diamond Bar, CA",5,4.0,2480,958000,1115667.5
2996,2996,1,"Los Angeles, CA",3,2.0,1430,949000,1013320.8
2997,2997,1,"Diamond Bar, CA",5,3.0,2735,945000,891994.2
2998,2998,1,"Los Angeles, CA",3,2.0,1886,979999,830804.75
2999,2999,1,"Sierra Madre, CA",3,2.0,1641,995000,910809.5
3000,3000,2,"Woodland Hills, CA",4,3.1,2027,899950,799239.56
3001,3001,1,"Pasadena, CA",3,2.0,1617,932800,883273.4
3002,3002,2,"Baldwin Park, CA",5,5.1,2992,949800,894411.0
3003,3003,1,"Chatsworth, CA",4,2.1,3476,998000,811805.56
3004,3004,1,"Los Angeles, CA",2,1.0,1224,915000,799886.06
3005,3005,2,"Baldwin Park, CA",5,5.1,2992,949800,895395.7
3006,3006,1,"View Park, CA",3,2.0,1950,939900,810419.25
3007,3007,1,"Los Angeles, CA",2,2.1,1659,998750,941033.4
3008,3008,1,"Topanga, CA",2,2.0,1000,995000,875149.06
3009,3009,1,"Los Angeles, CA",2,2.0,1170,999000,883286.6
3010,3010,1,"Hawthorne, CA",4,3.0,1668,979000,868177.56
3011,3011,1,"Cerritos, CA",5,3.0,2607,950000,881199.1
3012,3012,1,"Los Angeles, CA",6,3.0,1956,949000,845931.3
3013,3013,1,"Lomita, CA",4,3.0,1913,959000,813814.9
3014,3014,1,"Los Angeles, CA",3,2.0,1270,975000,874386.0
3015,3015,2,"Highland Park, CA",3,2.0,1298,899000,933288.25
3016,3016,2,"Van Nuys, CA",3,2.0,1875,895000,872386.0
3017,3017,1,"Los Angeles, CA",2,2.0,1497,995000,819881.06
3018,3018,1,"Encino, CA",4,2.1,2203,989900,1022056.25
3019,3019,1,"Burbank, CA",3,3.0,1927,949000,838562.25
3020,3020,1,"Montrose, CA",4,2.0,2099,989000,908769.25
3021,3021,2,"Glendale, CA",3,2.0,1650,899000,897601.6
3022,3022,2,"Woodland Hills, CA",3,3.0,1330,899000,874787.0
3023,3023,1,"Diamond Bar, CA",4,3.0,2799,997900,845744.6
3024,3024,1,"Cerritos, CA",4,3.0,2888,989000,833535.25
3025,3025,1,"Walnut, CA",5,3.0,2186,918000,895814.2
3026,3026,1,"Rowland Heights, CA",6,5.0,3700,988000,816502.75
3027,3027,1,"Los Angeles, CA",3,3.1,2450,999000,841273.94
3028,3028,1,"North Hollywood, CA",5,4.1,2645,949900,913253.1
3029,3029,1,"Pasadena, CA",3,2.0,1883,1004500,842608.2
3030,3030,1,"Los Angeles, CA",4,2.0,1570,919000,900688.9
3031,3031,1,"West Hills, CA",4,3.0,2417,998000,902895.5
3032,3032,1,"Woodland Hills, CA",3,2.0,2753,924750,808225.4
3033,3033,1,"Granada Hills, CA",5,3.0,2702,918000,836417.0
3034,3034,1,"San Gabriel, CA",3,2.0,2072,998800,909825.56
3035,3035,1,"Los Angeles, CA",3,2.2,1861,919000,941297.75
3036,3036,1,"Los Angeles, CA",2,1.0,840,949000,808251.8
3037,3037,1,"San Gabriel, CA",3,1.0,1968,949500,809617.56
3038,3038,1,"Pasadena, CA",4,3.0,2472,1000000,873242.8
3039,3039,1,"Walnut, CA",3,2.1,1894,899000,852781.2
3040,3040,1,"Echo Park, CA",2,2.0,990,999000,822846.56
3041,3041,1,"Shadow Hills, CA",3,2.0,2685,899000,854304.25
3042,3042,1,"Downey, CA",3,3.0,2803,965000,852465.6
3043,3043,1,"Pasadena, CA",3,2.0,1625,925000,881125.9
3044,3044,1,"Gardena, CA",3,2.0,2738,992000,818840.1
3045,3045,1,"Rosemead, CA",7,3.0,3605,960000,898598.1
3046,3046,1,"West Hills, CA",6,8.0,4416,900000,873070.5
3047,3047,1,"Shadow Hills, CA",5,3.0,2434,899000,828478.25
3048,3048,1,"Altadena, CA",3,2.0,1525,948000,856453.6
